0 0.015 0.00563034 2.1067e-09 0.00563034
0 0.03 0.0174663 3.54518e-08 0.0174663
0 0.045 0.0318207 1.99335e-06 0.0318207
0 0.06 0.0471897 3.1734e-06 0.0471897
0 0.075 0.0540609 5.09546e-05 0.0540609
0 0.09 0.0674848 1.34449e-05 0.0674848
0 0.105 0.0783046 9.81772e-06 0.0783046
0 0.12 0.0903797 2.42886e-05 0.0903797
0 0.135 0.104216 2.90034e-05 0.104216
0 0.15 0.114672 1.69107e-05 0.114672
0 0.165 0.124024 9.80348e-05 0.124024
0 0.18 0.136947 5.81436e-05 0.136947
0 0.195 0.1463 7.85495e-05 0.1463
0 0.21 0.159072 0.000418749 0.159072
0 0.225 0.169624 0.000124134 0.169624
0 0.24 0.178005 0.000946988 0.178005
0 0.255 0.193742 0.000283023 0.193742
0 0.27 0.202305 0.000885342 0.202305
0 0.285 0.218753 0.000651917 0.218753
0 0.3 0.227304 0.00108978 0.227304
0.1 0.015 3.2939e-14 7.44158e-13 3.2939e-14
0.1 0.03 2.29499e-10 1.2929e-11 2.29499e-10
0.1 0.045 2.01487e-08 3.2226e-10 2.01487e-08
0.1 0.06 4.79267e-07 1.84145e-11 4.79267e-07
0.1 0.075 0.0277366 4.81389e-05 0.0277366
0.1 0.09 0.0490007 0.000145093 0.0490007
0.1 0.105 0.0693586 1.52732e-05 0.0693586
0.1 0.12 0.0840195 1.68866e-05 0.0840195
0.1 0.135 0.0981425 1.45664e-05 0.0981425
0.1 0.15 0.111355 2.25131e-05 0.111355
0.1 0.165 0.124525 5.5152e-05 0.124525
0.1 0.18 0.137177 0.000277 0.137177
0.1 0.195 0.146911 0.000148804 0.146911
0.1 0.21 0.161928 0.000101444 0.161928
0.1 0.225 0.175294 0.000436416 0.175294
0.1 0.24 0.184901 0.000383796 0.184901
0.1 0.255 0.200232 0.000303725 0.200232
0.1 0.27 0.211795 0.00331537 0.211795
0.1 0.285 0.225474 0.000253834 0.225474
0.1 0.3 0.240088 0.000710747 0.240088
0.2 0.015 7.11879e-14 5.03978e-12 7.11879e-14
0.2 0.03 2.95318e-10 6.4233e-13 2.95318e-10
0.2 0.045 2.23766e-08 -1.36017e-12 2.23766e-08
0.2 0.06 7.87306e-07 -9.27186e-15 7.87306e-07
0.2 0.075 1.31317e-05 2.48704e-13 1.31317e-05
0.2 0.09 8.66379e-05 -8.51201e-13 8.66379e-05
0.2 0.105 0.000401705 1.02106e-11 0.000401705
0.2 0.12 0.0013708 4.10936e-10 0.0013708
0.2 0.135 0.00396177 4.60514e-09 0.00396177
0.2 0.15 0.00979985 1.82994e-08 0.00979985
0.2 0.165 0.0207411 4.30376e-08 0.0207411
0.2 0.18 0.037761 7.29784e-08 0.037761
0.2 0.195 0.0617623 3.12618e-08 0.0617623
0.2 0.21 0.0922713 7.83816e-08 0.0922713
0.2 0.225 0.1252 1.15883e-06 0.1252
0.2 0.24 0.156755 6.04517e-05 0.156755
0.2 0.255 0.227287 0.000804835 0.227287
0.2 0.27 0.241594 0.000525592 0.241594
0.2 0.285 0.26751 0.00227492 0.26751
0.2 0.3 0.279115 0.000983456 0.279115
0.3 0.015 1.21652e-13 -2.29673e-10 1.21652e-13
0.3 0.03 3.5261e-10 3.59546e-12 3.5261e-10
0.3 0.045 2.9512e-08 -1.51749e-13 2.9512e-08
0.3 0.06 7.77193e-07 6.4165e-15 7.77193e-07
0.3 0.075 1.4607e-05 5.23554e-15 1.4607e-05
0.3 0.09 9.03964e-05 -4.73503e-14 9.03964e-05
0.3 0.105 0.00041523 1.56288e-11 0.00041523
0.3 0.12 0.00142977 2.02973e-10 0.00142977
0.3 0.135 0.00404034 2.69635e-09 0.00404034
0.3 0.15 0.010043 1.25945e-08 0.010043
0.3 0.165 0.0207331 2.97814e-08 0.0207331
0.3 0.18 0.0378223 3.65769e-08 0.0378223
0.3 0.195 0.0617246 1.5473e-06 0.0617246
0.3 0.21 0.178438 8.0167e-05 0.178438
0.3 0.225 0.210924 0.00232757 0.210924
0.3 0.24 0.237604 0.000267546 0.237604
0.3 0.255 0.263985 0.0022602 0.263985
0.3 0.27 0.277232 0.000597008 0.277232
0.3 0.285 0.294098 0.00487107 0.294098
0.3 0.3 0.307969 0.00117287 0.307969
0.4 0.015 1.28033e-13 -1.33964e-09 1.28033e-13
0.4 0.03 3.84391e-10 6.03357e-11 3.84391e-10
0.4 0.045 3.29519e-08 -4.01117e-11 3.29519e-08
0.4 0.06 8.43784e-07 5.11569e-19 8.43784e-07
0.4 0.075 1.56185e-05 3.60083e-16 1.56185e-05
0.4 0.09 9.46678e-05 4.73385e-15 9.46678e-05
0.4 0.105 0.00042022 5.08711e-12 0.00042022
0.4 0.12 0.00144746 1.88694e-10 0.00144746
0.4 0.135 0.00408937 2.90849e-09 0.00408937
0.4 0.15 0.0100904 1.26729e-08 0.0100904
0.4 0.165 0.120162 6.79809e-05 0.120162
0.4 0.18 0.176511 0.000145092 0.176511
0.4 0.195 0.193514 0.000326643 0.193514
0.4 0.21 0.231584 0.000131552 0.231584
0.4 0.225 0.25318 0.00263878 0.25318
0.4 0.24 0.273144 0.000360813 0.273144
0.4 0.255 0.290731 0.00411817 0.290731
0.4 0.27 0.30643 0.000848169 0.30643
0.4 0.285 0.314749 0.00537314 0.314749
0.4 0.3 0.331992 0.00227975 0.331992
0.5 0.015 1.07908e-13 -4.28439e-10 1.07908e-13
0.5 0.03 4.12482e-10 6.31863e-09 4.12482e-10
0.5 0.045 3.15923e-08 -3.12219e-13 3.15923e-08
0.5 0.06 8.14642e-07 -6.80199e-18 8.14642e-07
0.5 0.075 1.5845e-05 5.59718e-17 1.5845e-05
0.5 0.09 9.55549e-05 -1.02873e-14 9.55549e-05
0.5 0.105 0.000424968 -1.35371e-11 0.000424968
0.5 0.12 0.00147348 2.44556e-10 0.00147348
0.5 0.135 0.0898363 1.17294e-05 0.0898363
0.5 0.15 0.143728 9.80532e-05 0.143728
0.5 0.165 0.187366 9.2718e-05 0.187366
0.5 0.18 0.22356 0.000131331 0.22356
0.5 0.195 0.23723 0.00174572 0.23723
0.5 0.21 0.266304 0.00032355 0.266304
0.5 0.225 0.285002 0.00440239 0.285002
0.5 0.24 0.301643 0.000747344 0.301643
0.5 0.255 0.311836 0.00564551 0.311836
0.5 0.27 0.329264 0.00182171 0.329264
0.5 0.285 0.335529 0.00491193 0.335529
0.5 0.3 0.349719 0.00825062 0.349719
