1 5 15 -0.160752
1 45 65 -0.100579
2 1 5 0.203432
2 1 7 -0.158243
2 2 2 -0.171142
2 3 1 0.450336
2 4 12 0.221192
2 4 13 -0.102639
2 5 11 0.302275
2 7 15 -0.402674
2 7 19 -0.127559
2 8 18 -0.166106
2 9 15 -0.276879
2 11 22 -0.195975
2 13 21 0.336222
2 14 22 0.206151
2 15 22 -0.187473
2 16 29 0.140065
2 17 27 -0.318765
2 17 31 -0.105087
2 18 29 0.126718
2 19 27 -0.302812
2 19 31 0.101691
2 20 27 -0.251433
2 20 28 0.333093
2 22 37 -0.215363
2 23 37 0.102736
2 23 38 0.108143
2 23 39 -0.124791
2 23 43 0.120943
2 25 36 0.371018
2 26 37 -0.198153
2 26 38 0.100042
2 27 37 -0.141799
2 28 45 -0.253536
2 28 49 0.110216
2 29 47 0.128337
2 30 46 0.104638
2 30 55 0.134451
2 31 47 -0.134607
2 32 45 -0.386296
2 32 49 -0.123006
2 32 52 0.100492
2 33 45 -0.223694
2 33 46 0.256808
2 34 51 0.144602
2 36 57 -0.19247
2 37 57 0.111942
2 37 58 -0.1331
2 37 63 -0.11506
2 39 56 0.362522
2 40 57 -0.183657
2 40 59 -0.143478
2 42 62 0.162782
2 43 57 -0.162524
2 43 59 -0.101284
2 44 58 -0.115424
2 45 56 -0.140632
2 45 60 0.202833
2 47 65 -0.281114
2 47 69 -0.108126
2 48 67 0.128628
2 49 75 0.129794
2 50 65 -0.209488
2 50 66 -0.262676
2 51 67 0.121414
2 52 65 -0.341587
2 52 69 0.113162
2 53 71 0.125134
2 55 65 -0.112254
2 55 66 -0.1543
2 56 77 -0.177656
2 57 77 0.108141
2 57 78 0.123191
2 57 83 -0.101448
2 59 76 -0.330042
2 60 77 -0.16835
2 60 79 -0.131828
2 62 82 -0.139642
2 63 77 -0.114843
2 63 78 -0.135156
2 64 77 -0.129657
2 65 76 -0.135822
2 65 80 -0.182195
2 67 85 0.24531
2 68 87 -0.114152
2 69 95 -0.117181
2 70 85 0.200796
2 70 86 0.24056
2 71 87 -0.115509
2 72 85 0.318956
2 72 89 -0.102928
2 73 91 -0.109552
2 75 85 0.107995
2 75 86 0.14169
2 76 97 -0.158226
2 77 97 0.121095
2 77 99 0.10935
2 79 96 -0.299089
2 80 97 -0.154683
2 80 98 -0.109491
2 82 102 0.119643
2 83 97 -0.122831
2 84 97 -0.117373
2 85 96 0.132651
2 85 100 -0.160782
2 87 105 0.218519
2 88 107 -0.101014
2 89 113 -0.101798
2 90 105 0.210756
2 90 106 0.205952
2 91 107 -0.106916
2 92 105 0.299315
2 95 105 0.111117
2 95 106 0.121498
2 96 115 0.144197
2 97 115 0.125
2 99 114 0.273823
2 100 115 -0.147946
2 104 115 0.120672
2 105 114 0.152251
2 105 119 0.134196
2 107 120 0.221857
2 108 123 -0.117645
2 110 123 0.114319
2 111 120 0.271222
2 112 120 0.18915
2 112 121 -0.102717
2 115 127 -0.110367
2 116 127 -0.127296
2 118 126 -0.22151
2 119 127 -0.120607
2 121 131 0.107907
2 122 130 0.167699
2 124 130 -0.174329
2 125 130 -0.12172
2 129 135 0.138752
2 132 138 -0.131406
4 1 9 -0.739922
4 2 5 -0.650462
4 2 7 0.18119
4 3 6 -0.507298
4 3 8 0.223681
4 4 1 -0.927128
4 5 3 -0.229602
4 6 2 -0.220185
4 7 11 0.774725
4 7 14 0.159853
4 8 12 -0.737584
4 9 11 -0.196988
4 9 14 0.171091
4 10 12 -0.192709
4 10 13 -0.162791
4 11 15 -0.89382
4 11 16 0.136952
4 12 18 -0.303597
4 13 17 0.294122
4 14 19 -0.235939
4 15 20 -0.178693
4 16 21 -0.21951
4 16 22 -0.714091
4 17 21 0.72064
4 17 22 -0.210349
4 17 26 -0.111892
